SPX_DATE,SPX_HIGH,SPX_LOW,SPX_OPEN,SPX_CLOSE,VIX
3/2/2000,1386.56,1370.35,1379.19,1381.76,21.06
3/3/2000,1410.88,1381.76,1381.76,1409.17,19.21
3/6/2000,1409.74,1384.75,1409.17,1391.28,21.5
3/7/2000,1399.21,1349.99,1391.28,1355.62,24.31
3/8/2000,1373.79,1346.62,1355.62,1366.7,23.82
3/9/2000,1401.82,1357.59,1366.7,1401.69,22.21
3/10/2000,1413.46,1392.07,1401.69,1395.07,21.24
3/13/2000,1398.39,1364.84,1395.07,1383.62,22.85
3/14/2000,1395.38,1359.15,1383.62,1359.15,24.41
3/15/2000,1397.99,1356.99,1359.15,1392.15,22.34
3/16/2000,1458.47,1392.15,1392.15,1458.47,20.77
3/17/2000,1477.33,1453.27,1458.47,1464.47,22.37
3/20/2000,1470.3,1448.43,1464.47,1456.63,22.96
3/21/2000,1493.92,1446.06,1456.63,1493.87,21.7
3/22/2000,1505.08,1487.33,1493.87,1500.64,21.49
3/23/2000,1532.5,1492.39,1500.64,1527.35,22.26
3/24/2000,1552.87,1516.83,1527.35,1527.46,23.31
3/27/2000,1534.63,1518.46,1527.46,1523.86,24.53
3/28/2000,1527.36,1507.09,1523.86,1507.73,24.86
3/29/2000,1521.45,1497.45,1507.73,1508.52,24.1
3/30/2000,1517.38,1474.63,1508.52,1487.92,25.47
3/31/2000,1519.81,1484.38,1487.92,1498.58,24.11
4/3/2000,1507.19,1486.96,1498.58,1505.97,24.03
4/4/2000,1526.45,1417.22,1505.98,1494.73,27.12
4/5/2000,1506.55,1478.05,1494.73,1487.37,28.41
4/6/2000,1511.76,1487.37,1487.37,1501.34,27.15
4/7/2000,1518.68,1501.34,1501.34,1516.35,24.39
4/10/2000,1527.19,1503.35,1516.35,1504.46,25.99
4/11/2000,1512.8,1486.78,1504.46,1500.59,27.25
4/12/2000,1509.1,1466.15,1500.59,1467.17,28.98
4/13/2000,1477.52,1439.34,1467.17,1440.51,29.4
4/14/2000,1440.51,1339.4,1440.51,1356.56,33.49
4/17/2000,1401.53,1346.5,1356.56,1401.44,28.95
4/18/2000,1441.61,1397.81,1401.44,1441.61,26.12
4/19/2000,1447.69,1424.26,1441.61,1427.47,27.02
4/20/2000,1435.49,1422.08,1427.47,1434.54,25.85
4/24/2000,1434.54,1407.13,1434.54,1429.86,27.37
4/25/2000,1477.67,1429.86,1429.86,1477.44,25.24
4/26/2000,1482.94,1456.98,1477.44,1460.99,26.97
4/27/2000,1469.21,1434.81,1460.99,1464.92,26.19
4/28/2000,1473.62,1448.15,1464.92,1452.43,26.2
5/1/2000,1481.51,1452.43,1452.43,1468.25,25.88
5/2/2000,1468.25,1445.22,1468.25,1446.29,28.5
5/3/2000,1446.29,1398.36,1446.29,1415.1,31.63
5/4/2000,1420.99,1404.94,1415.1,1409.57,30.77
5/5/2000,1436.03,1405.08,1409.57,1432.63,27.53
5/8/2000,1432.63,1417.05,1432.63,1424.17,28.2
5/9/2000,1430.28,1401.85,1424.17,1412.14,28.93
5/10/2000,1412.14,1375.14,1412.14,1383.05,29.87
5/11/2000,1410.26,1383.05,1383.05,1407.81,27.76
5/12/2000,1430.13,1407.81,1407.81,1420.96,26.05
5/15/2000,1452.39,1416.54,1420.96,1452.36,24.86
5/16/2000,1470.4,1450.76,1452.36,1466.04,24.34
5/17/2000,1466.04,1441.67,1466.04,1447.8,23.98
5/18/2000,1458.04,1436.59,1447.8,1437.21,23.96
5/19/2000,1437.21,1401.74,1437.21,1406.95,25.44
5/22/2000,1410.55,1368.73,1406.95,1400.72,26
5/23/2000,1404.04,1373.6,1400.72,1373.86,25.87
5/24/2000,1401.75,1361.09,1373.86,1399.05,24.32
5/25/2000,1411.65,1373.93,1399.05,1381.52,24.58
5/26/2000,1391.42,1369.75,1381.52,1378.02,24.47
5/30/2000,1422.45,1378.02,1378.02,1422.45,23.62
5/31/2000,1434.49,1415.5,1422.44,1420.6,23.65
6/1/2000,1448.81,1420.6,1420.6,1448.81,22.36
6/2/2000,1483.23,1448.81,1448.81,1477.26,21.48
6/5/2000,1477.28,1464.68,1477.26,1467.63,22.71
6/6/2000,1471.36,1454.74,1467.63,1457.84,23.05
6/7/2000,1474.64,1455.06,1457.84,1471.36,22.48
6/8/2000,1475.65,1456.49,1471.36,1461.67,22.77
6/9/2000,1472.67,1454.96,1461.67,1456.95,22.14
6/12/2000,1462.93,1445.99,1456.95,1446,22.32
6/13/2000,1470.42,1442.38,1446,1469.44,21.67
6/14/2000,1483.62,1467.71,1469.44,1470.54,21.48
6/15/2000,1482.04,1464.62,1470.54,1478.73,20.68
6/16/2000,1480.77,1460.42,1478.73,1464.46,20.5
6/19/2000,1488.93,1459.05,1464.46,1486,20.63
6/20/2000,1487.32,1470.18,1486,1475.95,20.88
6/21/2000,1482.19,1468,1475.95,1479.13,20.61
6/22/2000,1479.13,1448.03,1479.13,1452.18,22
6/23/2000,1459.94,1438.31,1452.18,1441.48,22.34
6/26/2000,1459.66,1441.48,1441.48,1455.31,22.45
6/27/2000,1463.44,1450.55,1455.31,1450.55,21.8
6/28/2000,1467.6,1450.55,1450.55,1454.82,20.29
6/29/2000,1455.14,1434.63,1454.82,1442.39,19.7
6/30/2000,1454.68,1438.71,1442.39,1454.6,19.54
7/3/2000,1469.58,1450.85,1454.6,1469.54,19.83
7/5/2000,1469.54,1442.45,1469.54,1446.23,21.16
7/6/2000,1461.65,1439.56,1446.23,1456.67,20.94
7/7/2000,1484.12,1456.67,1456.67,1478.9,19.22
7/10/2000,1486.56,1474.76,1478.9,1475.62,20.33
7/11/2000,1488.77,1470.48,1475.62,1480.88,20.11
7/12/2000,1497.69,1480.88,1480.88,1492.92,20.03
7/13/2000,1501.39,1489.65,1492.92,1495.84,20.03
7/14/2000,1509.99,1494.56,1495.84,1509.98,19.32
7/17/2000,1517.32,1505.26,1509.98,1510.49,19.45
7/18/2000,1510.49,1491.35,1510.49,1493.74,19.75
7/19/2000,1495.63,1479.92,1493.74,1481.96,19.65
7/20/2000,1501.92,1481.96,1481.96,1495.57,18.94
7/21/2000,1495.57,1477.91,1495.57,1480.19,18.94
7/24/2000,1485.88,1463.8,1480.19,1464.29,19.92
7/25/2000,1476.23,1464.29,1464.29,1474.47,19.39
7/26/2000,1474.47,1452.42,1474.47,1452.42,19.67
7/27/2000,1464.91,1445.33,1452.42,1449.62,19.6
7/28/2000,1456.68,1413.89,1449.62,1419.89,20.84
7/31/2000,1437.65,1418.71,1419.89,1430.83,20.74
8/1/2000,1443.54,1428.96,1430.83,1438.1,20.55
8/2/2000,1451.59,1433.49,1438.1,1438.7,20
8/3/2000,1454.19,1425.43,1438.7,1452.56,19.99
8/4/2000,1462.93,1451.31,1452.56,1462.93,18.62
8/7/2000,1480.8,1460.72,1462.93,1479.32,19.03
8/8/2000,1484.4,1472.53,1479.32,1482.8,18.79
8/9/2000,1490.37,1471.32,1482.8,1472.87,19.18
8/10/2000,1475.19,1459.85,1472.87,1460.25,19.19
8/11/2000,1475.72,1453.06,1460.25,1471.84,18.55
8/14/2000,1491.64,1468.56,1471.84,1491.56,17.88
8/15/2000,1493.12,1482.74,1491.56,1484.43,17.98
8/16/2000,1496.09,1475.74,1484.43,1479.85,18.02
8/17/2000,1499.32,1479.85,1479.85,1496.07,17.48
8/18/2000,1499.47,1488.99,1496.07,1491.72,17.05
8/21/2000,1502.84,1491.13,1491.72,1499.48,17.35
8/22/2000,1508.45,1497.42,1499.48,1498.13,17.47
8/23/2000,1507.2,1489.52,1498.13,1505.97,17.38
8/24/2000,1511.16,1501.25,1505.97,1508.31,17.04
8/25/2000,1513.47,1505.09,1508.31,1506.45,16.53
8/28/2000,1523.95,1506.45,1506.45,1514.09,16.54
8/29/2000,1514.89,1505.48,1514.09,1509.84,16.89
8/30/2000,1510.49,1500.09,1509.84,1502.59,17.69
8/31/2000,1525.21,1502.59,1502.59,1517.68,16.84
9/1/2000,1530.09,1515.53,1517.68,1520.77,17.53
9/5/2000,1520.77,1503.75,1520.77,1507.08,19.82
9/6/2000,1512.61,1492.12,1507.08,1492.25,20.79
9/7/2000,1505.34,1492.25,1492.25,1502.51,19.42
9/8/2000,1502.51,1489.88,1502.51,1494.5,18.46
9/11/2000,1506.76,1483.01,1494.5,1489.26,18.4
9/12/2000,1496.93,1479.67,1489.26,1481.99,18.59
9/13/2000,1487.45,1473.61,1481.99,1484.91,18.32
9/14/2000,1494.16,1476.73,1484.91,1480.87,18.26
9/15/2000,1480.96,1460.22,1480.87,1465.81,18.52
9/18/2000,1467.77,1441.92,1465.81,1444.51,20.25
9/19/2000,1461.16,1444.51,1444.51,1459.9,19.54
10/2/2000,1445.6,1429.83,1436.52,1436.23,21.23
10/3/2000,1454.82,1425.28,1436.23,1426.46,21.85
10/4/2000,1439.99,1416.31,1426.46,1434.32,21.54
10/5/2000,1444.17,1431.8,1434.32,1436.28,21.03
10/6/2000,1443.3,1397.06,1436.28,1408.99,22.71
10/9/2000,1409.69,1392.48,1408.99,1402.03,24.02
10/10/2000,1408.83,1383.85,1402.03,1387.02,24.86
10/11/2000,1387.02,1349.67,1387.02,1364.59,26.57
10/12/2000,1374.93,1328.06,1364.59,1329.78,30.51
10/13/2000,1374.17,1326.81,1329.78,1374.17,27.6
10/16/2000,1379.48,1365.06,1374.17,1374.62,26.79
10/17/2000,1380.99,1342.34,1374.62,1349.97,27.84
10/18/2000,1356.65,1305.79,1349.97,1342.13,28.72
10/19/2000,1389.93,1342.13,1342.13,1388.76,25.09
10/20/2000,1408.47,1382.19,1388.76,1396.93,24.24
10/23/2000,1406.96,1387.75,1396.93,1395.78,24.69
10/24/2000,1415.64,1388.13,1395.78,1398.13,24.28
10/25/2000,1398.13,1362.21,1398.13,1364.9,26.65
10/26/2000,1372.72,1337.77,1364.9,1364.44,28.62
10/27/2000,1384.57,1364.13,1364.44,1379.58,26.47
10/30/2000,1406.36,1376.86,1379.58,1398.66,25.46
10/31/2000,1432.22,1398.66,1398.66,1429.4,23.63
11/1/2000,1429.6,1410.45,1429.4,1421.22,24.28
11/2/2000,1433.27,1421.13,1421.22,1428.32,23.92
11/3/2000,1433.21,1420.92,1428.32,1426.69,23.67
11/6/2000,1438.46,1427.72,1428.76,1432.19,24.52
11/7/2000,1436.22,1423.26,1432.19,1431.87,24.91
11/8/2000,1437.28,1408.78,1431.87,1409.28,25.66
11/9/2000,1409.28,1369.68,1409.28,1400.14,27.2
11/10/2000,1400.14,1365.97,1400.14,1365.98,28.53
11/13/2000,1365.98,1328.62,1365.98,1351.26,29.06
11/14/2000,1390.06,1351.26,1351.26,1382.95,26.81
11/15/2000,1395.96,1374.75,1382.95,1389.81,26.15
11/16/2000,1394.68,1370.4,1389.81,1372.32,25.05
11/17/2000,1384.85,1355.55,1372.32,1367.72,24.81
11/20/2000,1367.72,1341.67,1367.72,1342.62,27.43
11/21/2000,1355.87,1333.62,1342.62,1347.35,26.62
11/22/2000,1347.35,1321.89,1347.35,1322.36,27.71
11/24/2000,1343.83,1322.36,1322.36,1341.77,26
11/27/2000,1362.5,1341.77,1341.77,1348.97,26.93
11/28/2000,1358.81,1334.97,1348.97,1336.09,27.64
11/29/2000,1352.38,1329.28,1336.09,1341.91,27.49
11/30/2000,1341.91,1294.9,1341.91,1314.95,29.65
12/1/2000,1334.67,1307.02,1314.95,1315.23,27.48
12/4/2000,1332.06,1310.23,1315.18,1324.97,27.78
12/5/2000,1376.56,1324.97,1324.97,1376.54,24.99
12/6/2000,1376.54,1346.15,1376.54,1351.46,25.07
12/7/2000,1353.5,1339.26,1351.46,1343.55,25.34
12/8/2000,1380.33,1343.55,1343.55,1369.89,22.41
12/11/2000,1389.05,1364.14,1369.89,1380.2,23.51
12/12/2000,1380.27,1370.27,1380.2,1371.18,24.88
12/13/2000,1385.82,1358.48,1371.18,1359.99,23.63
12/14/2000,1359.99,1340.48,1359.99,1340.93,24.86
12/15/2000,1340.93,1305.38,1340.93,1312.15,26.55
12/18/2000,1332.32,1312.15,1312.15,1322.74,27.7
12/19/2000,1346.44,1305.2,1322.96,1305.6,27.17
12/20/2000,1305.6,1261.16,1305.6,1264.74,31.74
12/21/2000,1285.31,1254.07,1264.74,1274.86,29.66
12/22/2000,1305.97,1274.86,1274.86,1305.97,27.55
12/26/2000,1315.94,1301.64,1305.97,1315.19,28.73
12/27/2000,1332.03,1310.96,1315.19,1328.92,28.14
12/28/2000,1335.93,1325.78,1328.92,1334.22,26.57
12/29/2000,1340.1,1317.51,1334.22,1320.28,26.85
1/2/2001,1320.28,1276.05,1320.28,1283.27,29.99
1/3/2001,1347.76,1274.62,1283.27,1347.56,26.6
1/4/2001,1350.24,1329.14,1347.56,1333.34,26.97
1/5/2001,1334.77,1294.95,1333.34,1298.35,28.67
1/8/2001,1298.35,1276.29,1298.35,1295.86,29.84
1/9/2001,1311.72,1295.14,1295.86,1300.8,27.99
1/10/2001,1313.76,1287.28,1300.8,1313.27,26.8
1/11/2001,1332.19,1310.36,1313.27,1326.82,25.79
1/12/2001,1333.21,1311.59,1326.82,1318.32,24.56
1/16/2001,1327.81,1313.33,1318.32,1326.65,25.28
1/17/2001,1346.92,1325.41,1326.65,1329.47,24.93
1/18/2001,1352.71,1327.41,1329.89,1347.97,23.37
1/19/2001,1354.55,1336.74,1347.97,1342.54,23.24
1/22/2001,1353.62,1333.84,1342.54,1342.9,23.25
1/23/2001,1362.9,1339.63,1342.9,1360.4,21.57
1/24/2001,1369.59,1357.28,1360.4,1364.3,22.03
1/25/2001,1367.35,1354.63,1364.3,1357.51,22.64
1/26/2001,1357.51,1342.75,1357.51,1354.95,22.57
1/29/2001,1365.54,1350.36,1354.92,1364.17,22.61
1/30/2001,1375.68,1356.2,1364.17,1373.73,22.57
1/31/2001,1383.37,1364.66,1373.73,1366.01,22.02
2/1/2001,1373.5,1359.34,1366.01,1373.47,21.66
2/2/2001,1376.38,1348.72,1373.47,1349.47,21.95
2/5/2001,1354.56,1344.48,1349.47,1354.31,22.19
2/6/2001,1363.55,1350.04,1354.31,1352.26,21.98
2/7/2001,1352.26,1334.26,1352.26,1340.89,21.67
2/8/2001,1350.32,1332.42,1341.1,1332.53,21.46
2/9/2001,1332.53,1309.98,1332.53,1314.76,22.03
2/12/2001,1330.96,1313.64,1314.76,1330.31,21.92
2/13/2001,1336.62,1317.51,1330.31,1318.8,21.37
2/14/2001,1320.73,1304.72,1318.8,1315.92,21.52
2/15/2001,1331.29,1315.92,1315.92,1326.61,20.27
2/16/2001,1326.61,1293.18,1326.61,1301.53,22.12
2/20/2001,1307.16,1278.44,1301.53,1278.94,24.69
2/21/2001,1282.97,1253.16,1278.94,1255.27,25.75
2/22/2001,1259.94,1228.33,1255.27,1252.82,26.76
2/23/2001,1252.82,1215.44,1252.82,1245.86,27.21
2/26/2001,1267.69,1241.71,1245.86,1267.65,25.43
2/27/2001,1272.76,1252.26,1267.65,1257.94,26.49
2/28/2001,1263.47,1229.65,1257.94,1239.94,28.35
3/1/2001,1241.36,1214.5,1239.94,1241.23,28.08
3/2/2001,1251.01,1219.74,1241.23,1234.18,27.43
3/5/2001,1242.55,1234.04,1234.18,1241.41,27.12
3/6/2001,1267.42,1241.41,1241.41,1253.8,25.89
3/7/2001,1263.86,1253.8,1253.8,1261.89,24.12
3/8/2001,1266.5,1257.6,1261.89,1264.74,24.29
3/9/2001,1264.74,1228.42,1264.74,1233.42,25.62
3/12/2001,1233.42,1176.78,1233.42,1180.16,30.32
3/13/2001,1197.83,1171.5,1180.16,1197.66,27.55
3/14/2001,1197.66,1155.35,1197.66,1166.71,29.61
3/15/2001,1182.04,1166.71,1166.71,1173.56,28.56
3/16/2001,1173.56,1148.64,1173.56,1150.53,29.91
3/19/2001,1173.5,1147.18,1150.53,1170.81,29.78
3/20/2001,1180.56,1142.19,1170.81,1142.62,30.96
3/21/2001,1149.39,1118.74,1142.62,1122.14,31.93
3/22/2001,1124.27,1081.19,1122.14,1117.58,32.84
3/23/2001,1141.83,1117.58,1117.58,1139.83,30.45
3/26/2001,1160.02,1139.83,1139.83,1152.69,29.04
3/27/2001,1183.35,1150.96,1152.69,1182.17,27.04
3/28/2001,1182.17,1147.83,1182.17,1153.29,28.58
3/29/2001,1161.69,1136.26,1153.29,1147.95,29.17
3/30/2001,1162.8,1143.83,1147.95,1160.33,28.64
4/2/2001,1169.51,1137.51,1160.33,1145.87,31.21
4/3/2001,1145.87,1100.19,1145.87,1106.46,34.72
4/4/2001,1117.5,1091.99,1106.46,1103.25,34.07
4/5/2001,1151.47,1103.25,1103.25,1151.44,29.94
4/6/2001,1151.44,1119.29,1151.44,1128.43,31.69
4/9/2001,1146.13,1126.38,1128.43,1137.59,31.91
4/10/2001,1173.92,1137.59,1137.59,1168.38,29.44
4/11/2001,1182.24,1160.26,1168.38,1165.89,28.46
4/12/2001,1183.51,1157.73,1165.89,1183.5,26.12
4/16/2001,1184.64,1167.38,1183.5,1179.68,26.33
4/17/2001,1192.04,1169.13,1179.68,1191.81,25.61
4/18/2001,1248.42,1191.81,1191.81,1238.16,24.13
4/19/2001,1253.71,1233.39,1238.16,1253.7,24.16
4/20/2001,1253.7,1234.41,1253.7,1242.98,25.38
4/23/2001,1242.98,1217.47,1242.98,1224.36,28.16
4/24/2001,1233.54,1208.89,1224.36,1209.47,28.49
4/25/2001,1232.36,1207.38,1209.47,1228.75,27.4
4/26/2001,1248.3,1228.75,1228.75,1234.52,25.96
4/27/2001,1253.07,1234.52,1234.52,1253.05,24.02
4/30/2001,1269.3,1243.99,1253.05,1249.46,25.48
5/1/2001,1266.47,1243.55,1249.46,1266.44,24.2
5/2/2001,1272.93,1257.7,1266.44,1267.43,24.23
5/3/2001,1267.43,1239.88,1267.43,1248.58,25.78
5/4/2001,1267.51,1232,1248.58,1266.61,23.91
5/7/2001,1270,1259.19,1266.61,1263.51,24.86
5/8/2001,1267.01,1253,1266.71,1261.2,24.44
5/9/2001,1261.65,1247.83,1261.2,1255.54,24.35
5/10/2001,1268.14,1254.56,1255.54,1255.18,24
5/11/2001,1259.84,1240.79,1255.18,1245.67,23.54
5/14/2001,1249.68,1241.02,1245.67,1248.92,24.26
5/15/2001,1257.45,1245.36,1248.92,1249.44,23.71
5/16/2001,1286.39,1243.02,1249.44,1284.99,21.89
5/17/2001,1296.48,1282.65,1284.99,1288.49,21.47
5/18/2001,1292.06,1281.15,1288.49,1291.96,21.23
5/21/2001,1312.95,1287.87,1291.96,1312.83,20.76
5/22/2001,1315.93,1306.89,1312.83,1309.38,21.35
5/23/2001,1309.38,1288.7,1309.38,1289.05,22.08
5/24/2001,1295.04,1281.22,1289.05,1293.17,20.57
5/25/2001,1293.17,1276.42,1293.17,1277.89,20.6
5/29/2001,1278.42,1265.41,1277.89,1267.93,22.14
5/30/2001,1267.93,1245.96,1267.93,1248.08,22.76
5/31/2001,1261.91,1248.07,1248.08,1255.82,22.64
6/1/2001,1265.34,1246.88,1255.82,1260.67,21.59
6/4/2001,1267.17,1256.36,1260.67,1267.11,21.38
6/5/2001,1286.62,1267.11,1267.11,1283.57,19.58
6/6/2001,1283.85,1269.01,1283.57,1270.03,20.39
6/7/2001,1278.42,1265.41,1270.03,1276.96,19.67
6/8/2001,1277.11,1259.99,1276.96,1264.96,19.92
6/11/2001,1264.96,1249.23,1264.96,1254.39,20.7
6/12/2001,1261,1235.75,1254.39,1255.85,20.7
6/13/2001,1259.75,1241.59,1255.85,1241.6,21.45
6/14/2001,1241.6,1218.9,1241.6,1219.87,23.12
6/15/2001,1221.5,1203.03,1219.87,1214.36,22.81
6/18/2001,1221.23,1208.33,1214.36,1208.43,23.17
6/19/2001,1226.11,1207.71,1208.43,1212.58,22.34
6/20/2001,1225.61,1210.07,1212.58,1223.14,21.71
6/21/2001,1240.24,1220.25,1223.14,1237.04,19.38
6/22/2001,1237.73,1221.41,1237.04,1225.35,20.02
6/25/2001,1231.5,1213.6,1225.35,1218.6,20.67
6/26/2001,1220.7,1204.64,1218.6,1216.76,21.2
6/27/2001,1219.92,1207.29,1216.76,1211.07,20.88
6/28/2001,1234.44,1211.07,1211.07,1226.2,20.01
6/29/2001,1237.29,1221.14,1226.2,1224.42,19.06
7/2/2001,1239.78,1224.03,1224.42,1236.71,18.76
7/3/2001,1236.71,1229.43,1236.71,1234.45,18.92
7/5/2001,1234.45,1219.15,1234.45,1219.24,20.09
7/6/2001,1219.24,1188.74,1219.24,1190.59,21.63
7/9/2001,1201.76,1189.75,1190.59,1198.78,22.48
7/10/2001,1203.43,1179.93,1198.78,1181.52,23.25
7/11/2001,1184.93,1168.46,1181.52,1180.18,24.01
7/12/2001,1210.25,1180.18,1180.18,1208.14,22.09
7/13/2001,1218.54,1203.61,1208.14,1215.68,21.14
7/16/2001,1219.63,1200.05,1215.68,1202.45,22.91
7/17/2001,1215.36,1196.14,1202.45,1214.44,22.61
7/18/2001,1214.44,1198.33,1214.44,1207.71,23.6
7/19/2001,1225.04,1205.8,1207.71,1215.02,22.51
7/20/2001,1215.69,1207.04,1215.02,1210.85,22.34
7/23/2001,1215.22,1190.5,1210.85,1191.03,23.74
7/24/2001,1191.03,1165.54,1191.03,1171.65,25.24
7/25/2001,1190.52,1171.28,1171.65,1190.49,24
7/26/2001,1204.18,1182.65,1190.49,1202.93,23.01
7/27/2001,1209.26,1195.99,1202.93,1205.82,22
7/30/2001,1209.05,1200.41,1205.82,1204.52,22.69
7/31/2001,1222.74,1204.52,1204.52,1211.23,21.62
8/1/2001,1223.04,1211.23,1211.23,1215.93,20.56
8/2/2001,1226.27,1215.31,1215.93,1220.75,20.09
8/3/2001,1220.75,1205.31,1220.75,1214.35,19.89
8/6/2001,1211.9,1197.35,1211.9,1200.48,21.89
8/7/2001,1207.56,1195.64,1200.47,1204.4,21.01
8/8/2001,1206.79,1181.27,1204.4,1183.53,22.32
8/9/2001,1184.71,1174.68,1183.53,1183.43,21.75
8/10/2001,1193.33,1169.55,1183.43,1190.16,20.55
8/13/2001,1193.82,1185.12,1190.16,1191.29,20.42
8/14/2001,1198.79,1184.26,1191.29,1186.73,20.48
8/15/2001,1191.21,1177.61,1186.73,1178.02,20.91
8/16/2001,1181.8,1166.08,1178.02,1181.66,21.54
8/17/2001,1181.66,1156.07,1181.66,1161.97,23.84
8/20/2001,1171.41,1160.94,1161.97,1171.41,22.87
8/21/2001,1179.85,1156.56,1171.41,1157.26,24.4
8/22/2001,1168.56,1153.34,1157.26,1165.31,22.44
8/23/2001,1169.86,1160.96,1165.31,1162.09,22.23
8/24/2001,1185.15,1162.09,1162.09,1184.93,19.71
8/27/2001,1186.85,1178.07,1184.93,1179.21,20.56
8/28/2001,1179.66,1161.17,1179.21,1161.51,22
8/29/2001,1166.97,1147.38,1161.51,1148.6,23.03
8/30/2001,1151.75,1124.87,1148.6,1129.03,25.41
8/31/2001,1141.83,1126.38,1129.03,1133.58,24.92
9/4/2001,1155.4,1129.06,1133.58,1132.94,25.85
9/5/2001,1135.52,1114.86,1132.94,1131.74,26.35
9/6/2001,1131.74,1105.83,1131.74,1106.4,28.61
9/7/2001,1106.4,1082.12,1106.4,1085.78,30.99
9/10/2001,1096.94,1073.15,1085.78,1092.54,31.84
9/17/2001,1092.54,1037.46,1092.54,1038.77,41.76
9/18/2001,1046.42,1029.25,1038.77,1032.74,38.87
9/19/2001,1038.91,984.62,1032.74,1016.1,40.56
9/20/2001,1016.1,984.49,1016.1,984.54,43.74
9/21/2001,984.54,944.75,984.54,965.8,42.66
9/24/2001,1008.44,965.8,965.8,1003.45,37.75
9/25/2001,1017.14,998.33,1003.45,1012.27,35.81
9/26/2001,1020.29,1002.62,1012.27,1007.04,35.26
9/27/2001,1018.92,998.24,1007.04,1018.61,34
9/28/2001,1040.94,1018.61,1018.61,1040.94,31.93
10/1/2001,1040.94,1026.76,1040.94,1038.55,32.32
10/2/2001,1051.33,1034.47,1038.55,1051.33,31.18
10/3/2001,1075.38,1041.48,1051.33,1072.28,31.34
10/4/2001,1084.12,1067.82,1072.28,1069.63,31.97
10/5/2001,1072.35,1053.5,1069.62,1071.38,33.39
10/8/2001,1071.37,1056.88,1071.37,1062.44,35.12
10/9/2001,1063.37,1053.83,1062.44,1056.75,34.83
10/10/2001,1081.62,1052.7,1056.75,1080.99,31.6
10/11/2001,1099.16,1080.99,1080.99,1097.43,31.5
10/12/2001,1097.43,1072.15,1097.43,1091.65,35.27
10/15/2001,1091.65,1078.19,1091.65,1089.98,35.31
10/16/2001,1101.66,1087.13,1089.98,1097.54,32.88
10/17/2001,1107.12,1076.57,1097.54,1077.09,35.08
10/18/2001,1077.94,1064.54,1077.09,1068.61,34.95
10/19/2001,1075.52,1057.24,1068.61,1073.48,34.11
10/22/2001,1090.57,1070.32,1073.48,1089.9,32.25
10/23/2001,1098.99,1081.53,1089.9,1084.78,32
10/24/2001,1090.26,1079.98,1084.78,1085.2,30.95
10/25/2001,1100.09,1065.64,1085.2,1100.09,29.46
10/26/2001,1110.61,1094.24,1100.09,1104.61,28.42
10/29/2001,1104.61,1078.3,1104.61,1078.3,31.64
10/30/2001,1078.3,1053.61,1078.3,1059.79,33.46
10/31/2001,1074.79,1057.55,1059.79,1059.78,33.56
11/1/2001,1085.61,1054.31,1059.78,1084.1,32.31
11/2/2001,1089.63,1075.58,1084.1,1087.2,30.71
11/5/2001,1106.72,1087.2,1087.2,1102.84,30.5
11/6/2001,1119.73,1095.36,1102.84,1118.86,28.8
11/7/2001,1126.62,1112.98,1118.86,1115.8,29.13
11/8/2001,1135.75,1115.42,1115.8,1118.54,28.62
11/9/2001,1123.02,1111.13,1118.54,1120.31,27.44
11/12/2001,1121.71,1098.32,1120.31,1118.33,29.35
11/13/2001,1139.14,1118.33,1118.33,1139.09,26.47
11/14/2001,1148.28,1132.87,1139.09,1141.21,26.56
11/15/2001,1146.46,1135.06,1141.21,1142.24,25.56
11/16/2001,1143.52,1129.92,1142.24,1138.65,25.07
11/19/2001,1151.06,1138.65,1138.65,1151.06,24.46
11/20/2001,1152.45,1142.17,1151.06,1142.66,24.12
11/21/2001,1142.66,1129.78,1142.66,1137.03,24.19
11/23/2001,1151.05,1135.9,1137.03,1150.34,23.25
11/26/2001,1157.88,1146.17,1150.34,1157.42,23.79
11/27/2001,1163.38,1140.81,1157.42,1149.5,24
11/28/2001,1149.5,1128.29,1149.5,1128.52,25.9
11/29/2001,1140.4,1125.51,1128.52,1140.2,25.18
11/30/2001,1143.57,1135.89,1140.2,1139.45,23.84
12/3/2001,1139.45,1125.78,1139.45,1129.9,25.77
12/4/2001,1144.8,1128.86,1129.9,1144.8,24.08
12/5/2001,1173.62,1143.77,1143.77,1170.35,23.02
12/6/2001,1173.35,1164.43,1170.35,1167.1,23.71
12/7/2001,1167.1,1152.66,1167.1,1158.31,23.49
12/10/2001,1158.31,1139.66,1158.31,1139.93,25.62
12/11/2001,1150.89,1134.32,1139.93,1136.76,25.3
12/12/2001,1141.58,1126.01,1136.76,1137.07,24.87
12/13/2001,1137.07,1117.85,1137.07,1119.38,25.91
12/14/2001,1128.28,1114.53,1119.38,1123.09,24.63
12/17/2001,1137.36,1122.34,1123.09,1134.36,24.26
12/18/2001,1145.1,1134.36,1134.36,1142.92,23.29
12/19/2001,1152.44,1134.75,1142.92,1149.56,22.58
12/20/2001,1151.42,1139.93,1149.56,1139.93,23.67
12/21/2001,1147.83,1139.93,1139.93,1144.89,22.5
12/24/2001,1147.83,1144.62,1144.89,1144.65,22.62
12/26/2001,1159.18,1144.65,1144.65,1149.37,22.29
12/27/2001,1157.13,1149.37,1149.37,1157.13,21.59
12/28/2001,1164.64,1157.13,1157.13,1161.02,21.4
12/31/2001,1161.16,1148.04,1161.02,1148.08,23.8
